"","...1","...2","...3",":id",":version",":created_at",":updated_at","record_id","site","state_territory","source","county_fips","counties_served","population_served","sample_id","sample_collect_date","sample_type","sample_matrix","sample_location","flow_rate","concentration_method","pasteurized","pcr_type","extraction_method","major_lab_method","inhibition_detect","inhibition_adjust","ntc_amplify","pcr_target","pcr_gene_target_agg","pcr_target_avg_conc","pcr_target_units","lod_sewage","pcr_target_detect","pcr_target_avg_conc_lin","pcr_target_flowpop_lin","pcr_target_mic_lin","hum_frac_target_mic","hum_frac_mic_conc","hum_frac_mic_unit","rec_eff_percent","rec_eff_target_name","rec_eff_spike_matrix","rec_eff_spike_conc","date_updated","year"
"273",273,273,1451,"row-ungr.i22w.h9f5","rv-mj8d~cyjv.qjf4",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"58d99155ea788983087a6b4424fe35c7",2350,"vt","CDC_Verily",50001,"Addison",9000,"12dc0981c6220ec2ad25aca33fb0755c",2026-06-11,"24-hr flow-weighted composite","raw wastewater","wwtp",1,"ceres nanotrap","no","ddpcr","thermo magmax viral/pathogen nucleic acid isolation kit",2,"no","no","no","rsv","rsv-a and rsv-b combined",0,"copies/l wastewater",1500,"no",750,315450,2e-05,"pepper mild mottle virus",39460524.33231,"copies/l wastewater",156.4,"bcov vaccine","clarified sample",5,2026-07-24 11:01:00,2026
"274",274,274,1452,"row-rfcz-d2xe~me6s","rv-uhpb-idh5_rp35",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"f71d5a7116e657d77c6ee98880ac8120",1976,"vt","CDC_Verily",50027,"Windsor",6000,"ef27dad342ea64e47040837b4aee8a10",2026-03-17,"grab","raw wastewater","wwtp",0.35,"ceres nanotrap","no","ddpcr","thermo magmax viral/pathogen nucleic acid isolation kit",2,"no","no","no","rsv","rsv-a and rsv-b combined",4233.44054,"copies/l wastewater",1500,"yes",4233.44054,934807.17276,0.00138,"pepper mild mottle virus",3057739.25662,"copies/l wastewater",10.9,"bcov vaccine","clarified sample",5,2026-07-24 11:01:00,2026
"275",275,275,1466,"row-xpv4~7f9c-982v","rv-7v64_jtd9-tfr7",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"67d91ecf093dc3f68b24ab975e231755",1965,"vt","WastewaterSCAN",50007,"Chittenden",30000,"22fea2630d87274e317040cc52ea9935",2026-06-24,"grab","primary sludge","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",0,"copies/g dry sludge",1100,"no",550,NA,0,"pepper mild mottle virus",363077406.6023,"copies/g dry sludge",128.2,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"276",276,276,1470,"row-yvmk~ru3k_g9km","rv-rwva.gi7z~ty4u",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"ca6837536555ca44de15957ad8b0b74c",1975,"vt","WastewaterSCAN",50023,"Washington",10100,"f24ffe000b895811e3492047b8d56ba7",2026-02-05,"grab","primary sludge","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",27728.04723,"copies/g dry sludge",1100,"yes",27728.04723,NA,9e-05,"pepper mild mottle virus",308759962.89293,"copies/g dry sludge",220.6,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"277",277,277,1474,"row-sufp.9nu2-6phv","rv-cvsd~ipkn-vgje",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"f3886f8c1b44e5bee97e951565a83180",1967,"vt","CDC_Verily",50007,"Chittenden",25000,"5893ec1026bc2d4e3a95ab3ea0b7b544",2026-03-04,"24-hr flow-weighted composite","post grit removal","wwtp",0,"ceres nanotrap","no","ddpcr","thermo magmax viral/pathogen nucleic acid isolation kit",2,"no","no","no","rsv","rsv-a and rsv-b combined",12823.34355,"copies/l wastewater",1500,"yes",12823.34355,NA,1e-04,"pepper mild mottle virus",128479830.22769,"copies/l wastewater",72.4,"bcov vaccine","clarified sample",5,2026-07-24 11:01:00,2026
"278",278,278,1483,"row-vna4-uxai.xn8t","rv-p3xn~fgra-p98j",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"bb4b497b265fa756b850aeaec3674cb1",1965,"vt","WastewaterSCAN",50007,"Chittenden",30000,"c826ca39159f2c850cf56ec659c014aa",2026-04-20,"grab","primary sludge","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",14220.89634,"copies/g dry sludge",1100,"yes",14220.89634,NA,5e-05,"pepper mild mottle virus",310467329.81264,"copies/g dry sludge",123.3,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"279",279,279,1490,"row-irew.szfu_4awe","rv-yyjn-wvmg-7yxk",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"04137794d7284d67c3b8ab3b22e20c0f",1965,"vt","WastewaterSCAN",50007,"Chittenden",30000,"43fe5132c1d7949cf1edcbae47165e21",2026-01-16,"grab","primary sludge","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",9496.70113,"copies/g dry sludge",1100,"yes",9496.70113,NA,3e-05,"pepper mild mottle virus",378974316.72515,"copies/g dry sludge",178.7,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"280",280,280,1494,"row-cifw-rpqb.j6ns","rv-vhap~6pjm.z9ew",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"9f69ed45031fab75193b3adb5e952bc6",1975,"vt","WastewaterSCAN",50023,"Washington",10100,"b37d0d3f523739fa2c6e6e6f8ae9912c",2026-06-30,"grab","primary sludge","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",0,"copies/g dry sludge",1100,"no",550,NA,0,"pepper mild mottle virus",477288758.15385,"copies/g dry sludge",122.9,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"281",281,281,1499,"row-afwi_w5wc_9pb6","rv-y8rk-ztdz-nz2i",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"9404bce2527a498de06bc20ada452a29",1965,"vt","WastewaterSCAN",50007,"Chittenden",30000,"13df15549a0cba8c666098ab699e79c5",2026-05-01,"grab","primary sludge","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",8779.23939,"copies/g dry sludge",1100,"yes",8779.23939,NA,3e-05,"pepper mild mottle virus",324488511.08878,"copies/g dry sludge",128.9,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"282",282,282,1500,"row-zrmq~smig-6w9v","rv-e4ta_tiqj.pr8f",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"96805f96f38b1f6fb69c24882295bd2a",1975,"vt","WastewaterSCAN",50023,"Washington",10100,"da0d4492eeb01a534e83f3921505cc9e",2026-02-23,"grab","primary sludge","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",99533.50038,"copies/g dry sludge",1100,"yes",99533.50038,NA,0.00042,"pepper mild mottle virus",235629204.62222,"copies/g dry sludge",168.5,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"283",283,283,1502,"row-5v5f-34ap.gamv","rv-vs76-df93_3kpk",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"6f5dccc7c6553fc172144f28ccd08a16",1975,"vt","WastewaterSCAN",50023,"Washington",10100,"845ee913c9be111a7c2fa5c62d75f76f",2026-07-20,"grab","primary sludge","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",0,"copies/g dry sludge",1100,"no",550,NA,0,"pepper mild mottle virus",205611604.14815,"copies/g dry sludge",62.5,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"284",284,284,1510,"row-eey9.5733_bkwt","rv-cv59-m3a6-47s7",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"f323d937dba03c2e1f993307f4408c51",1965,"vt","WastewaterSCAN",50007,"Chittenden",30000,"4c8333a401e65310a67a0ac0c81acfd1",2026-04-10,"grab","primary sludge","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",17236.12601,"copies/g dry sludge",1100,"yes",17236.12601,NA,6e-05,"pepper mild mottle virus",270573087.40326,"copies/g dry sludge",81.1,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"285",285,285,1514,"row-j6hz~y24u_7pkv","rv-4b29.4wek-kfp7",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"edc17e58a916e4046c4b2817d582bac3",1967,"vt","CDC_Verily",50007,"Chittenden",25000,"4eeeceb7c67a8c50e53a71772db02c98",2026-01-13,"24-hr flow-weighted composite","post grit removal","wwtp",0,"ceres nanotrap","no","ddpcr","thermo magmax viral/pathogen nucleic acid isolation kit",2,"no","no","no","rsv","rsv-a and rsv-b combined",0,"copies/l wastewater",1500,"no",750,NA,6e-05,"pepper mild mottle virus",12820778.47877,"copies/l wastewater",34.8,"bcov vaccine","clarified sample",5,2026-07-24 11:01:00,2026
"286",286,286,1527,"row-9gy8.n2mz-pafu","rv-2ezi_7zbe_hmpr",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"5989afe76ef7b5284ad7ec4f87429cd0",1965,"vt","WastewaterSCAN",50007,"Chittenden",30000,"ad5961e55d6a36def7c35a5c3354c8fb",2026-05-15,"grab","primary sludge","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",2917.57786,"copies/g dry sludge",1100,"yes",2917.57786,NA,1e-05,"pepper mild mottle virus",322312896.69945,"copies/g dry sludge",231.4,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"287",287,287,1536,"row-aawc~np7q~e8c2","rv-76sf-6cs6~nim7",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"45a72b5848d70abf5031acc1c5fd97a1",1966,"vt","WastewaterSCAN",50007,"Chittenden",16000,"01bd734a20b173cfbefd75a8d5f421b5",2026-07-14,"24-hr time-weighted composite","post grit removal","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",0,"copies/g dry sludge",1100,"no",550,NA,0,"pepper mild mottle virus",206580144.72727,"copies/g dry sludge",106.4,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"288",288,288,1541,"row-3wzw_e27d.kcw4","rv-amyq.tnkf_decf",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"c528730806d0b7285dd308011dbf7ee9",1967,"vt","CDC_Verily",50007,"Chittenden",25000,"9747d2fdb17277c1fea1c5a05d76bb8d",2026-04-28,"24-hr flow-weighted composite","post grit removal","wwtp",0,"ceres nanotrap","no","ddpcr","thermo magmax viral/pathogen nucleic acid isolation kit",2,"no","no","no","rsv","rsv-a and rsv-b combined",1211.92351,"copies/l wastewater",1500,"no",750,NA,1e-05,"pepper mild mottle virus",94024911.72923,"copies/l wastewater",114.7,"bcov vaccine","clarified sample",5,2026-07-24 11:01:00,2026
"289",289,289,1549,"row-tcme~damt_prs4","rv-bimb.2ju8-ktg6",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"16e87a0fc1158ba2f02261f5e1eb66b6",1975,"vt","WastewaterSCAN",50023,"Washington",10100,"fd2df188c1925f25662f0f9825f28d8a",2026-01-22,"grab","primary sludge","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",23385.42402,"copies/g dry sludge",1100,"yes",23385.42402,NA,6e-05,"pepper mild mottle virus",379779309.56634,"copies/g dry sludge",113.1,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"290",290,290,1552,"row-kd4e~mqtu~wdpd","rv-x3pp_hpyc-2r99",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"1c9b5632e89bc5f86229d38412b9d53c",1975,"vt","WastewaterSCAN",50023,"Washington",10100,"5d64bb648d67bfae464daf20ffaf3b26",2026-07-01,"grab","primary sludge","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",2507.3044,"copies/g dry sludge",1100,"yes",2507.3044,NA,0,"pepper mild mottle virus",809731693.55932,"copies/g dry sludge",74.5,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"291",291,291,1554,"row-s9jj_76pv-s8br","rv-72nz_q35x-r9uz",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"fb2d7caa78aabb669b20737996c11c2a",1965,"vt","WastewaterSCAN",50007,"Chittenden",30000,"cff5e83834bb6f53fcd479708fcbf0e8",2026-06-29,"grab","primary sludge","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",0,"copies/g dry sludge",1100,"no",550,NA,0,"pepper mild mottle virus",301649915.91111,"copies/g dry sludge",106.9,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"292",292,292,1555,"row-5436_5dcb~cnyv","rv-vivq-taa5_hj64",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"9b0468bd3729e2f9162301d36367522c",1965,"vt","WastewaterSCAN",50007,"Chittenden",30000,"71e9036fc34ff3846ac3ce4912637d69",2026-05-29,"grab","primary sludge","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",0,"copies/g dry sludge",1100,"no",550,NA,0,"pepper mild mottle virus",404383459.78295,"copies/g dry sludge",227.1,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"293",293,293,1560,"row-uevg-ak4y.ukjj","rv-96mq_r5vr.4unm",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"8ff03b6fc0d1917f7f33d54d6b7dde17",1967,"vt","CDC_Verily",50007,"Chittenden",25000,"169610880b0973771cca3f48880e8af0",2026-02-03,"24-hr flow-weighted composite","post grit removal","wwtp",0,"ceres nanotrap","no","ddpcr","thermo magmax viral/pathogen nucleic acid isolation kit",2,"no","no","no","rsv","rsv-a and rsv-b combined",9947.10015,"copies/l wastewater",1500,"yes",9947.10015,NA,0.00012,"pepper mild mottle virus",84147460.94769,"copies/l wastewater",46.2,"bcov vaccine","clarified sample",5,2026-07-24 11:01:00,2026
"294",294,294,1564,"row-zhvj-9zyy.fttz","rv-5vae.hwd5.wgdd",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"1fe821d60c7b3f845222f6c6942b5224",1967,"vt","CDC_Verily",50007,"Chittenden",25000,"4b96f741ca064aa1351498d504203ccd",2026-04-14,"24-hr flow-weighted composite","post grit removal","wwtp",0,"ceres nanotrap","no","ddpcr","thermo magmax viral/pathogen nucleic acid isolation kit",2,"no","no","no","rsv","rsv-a and rsv-b combined",3064.37637,"copies/l wastewater",1500,"yes",3064.37637,NA,4e-05,"pepper mild mottle virus",81787869.95692,"copies/l wastewater",101.7,"bcov vaccine","clarified sample",5,2026-07-24 11:01:00,2026
"295",295,295,1565,"row-f783~snbc_b96z","rv-ndyn.d7mq-rwa9",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"7803ff4baf4e5575451011fd4e0dcf3d",1975,"vt","WastewaterSCAN",50023,"Washington",10100,"3c036dae1c8930adf75eb6d242281a2e",2026-02-26,"grab","primary sludge","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",48762.05507,"copies/g dry sludge",1100,"yes",48762.05507,NA,0.00011,"pepper mild mottle virus",462393163.28375,"copies/g dry sludge",284,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"296",296,296,1570,"row-xph2.7uat-cz2y","rv-98p4.ctr4-medb",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"8d1247de41a5f9885849c5858e7c6608",1965,"vt","WastewaterSCAN",50007,"Chittenden",30000,"b34f3672bb8d5bb6c7c15ece14b84619",2026-02-16,"grab","primary sludge","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",75785.91117,"copies/g dry sludge",1100,"yes",75785.91117,NA,0.00016,"pepper mild mottle virus",486665324.11299,"copies/g dry sludge",135.3,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"297",297,297,1571,"row-w4s2~zs69_4iym","rv-yi8u~7r5c-x6mk",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"3c93b75ffd8d68f660d57398eb213410",1975,"vt","WastewaterSCAN",50023,"Washington",10100,"3e6a7b9da4e17b6acfd3f964c9f306af",2026-04-28,"grab","primary sludge","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",65367.76019,"copies/g dry sludge",1100,"yes",65367.76019,NA,0.00031,"pepper mild mottle virus",207876405.05077,"copies/g dry sludge",217.2,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"298",298,298,1574,"row-4ctm_tfv9.cxt2","rv-tvnx-shxw.ieui",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"42118ed66a9e68be1f99e0658d7fe7e2",1975,"vt","WastewaterSCAN",50023,"Washington",10100,"1a2ddff6abbc3c76ff1dbcfcc92de481",2026-04-06,"grab","primary sludge","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",198672.74131,"copies/g dry sludge",1100,"yes",198672.74131,NA,0.00081,"pepper mild mottle virus",244339713.24925,"copies/g dry sludge",125.6,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"299",299,299,1582,"row-e3zy.nrxa~y73s","rv-h74t-ae65-s4s2",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"0409e1654522d7624a32e0db00e0cfca",1975,"vt","WastewaterSCAN",50023,"Washington",10100,"6efca5e62a5553c302a8b3cdfefa9086",2026-03-09,"grab","primary sludge","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",17235.8618,"copies/g dry sludge",1100,"yes",17235.8618,NA,1e-04,"pepper mild mottle virus",177934927.60976,"copies/g dry sludge",151.7,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"300",300,300,1583,"row-sh29.x5gm_w45n","rv-au83_xhma_mfbn",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"af4b2ae831f68e04f5bb173a30257ded",1965,"vt","WastewaterSCAN",50007,"Chittenden",30000,"bfe0d03a4e8337d66d71aea26e85d1ac",2026-02-02,"grab","primary sludge","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",44075.76564,"copies/g dry sludge",1100,"yes",44075.76564,NA,9e-05,"pepper mild mottle virus",467776951.63636,"copies/g dry sludge",128.5,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"301",301,301,1584,"row-v7ga.4dey~vhaf","rv-myrc-nsus_u72e",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"5311fb4024d87ae4f2ddaf22d8a2d471",1975,"vt","WastewaterSCAN",50023,"Washington",10100,"5cc8be847551d21e7a8e15f85741223f",2026-01-20,"grab","primary sludge","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",14628.77501,"copies/g dry sludge",1100,"yes",14628.77501,NA,1e-04,"pepper mild mottle virus",147542490.89362,"copies/g dry sludge",195.4,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"302",302,302,1591,"row-2y62-8d4y~k93p","rv-6ghu_emi6.p5gg",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"54e1867ff3589a7bfe5ec694b1cdc5bf",1965,"vt","WastewaterSCAN",50007,"Chittenden",30000,"a5cff413009e051a6612d3b07797a886",2026-05-22,"grab","primary sludge","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",0,"copies/g dry sludge",1100,"no",550,NA,0,"pepper mild mottle virus",395013137.09317,"copies/g dry sludge",103.5,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"303",303,303,1592,"row-3a7a~k3ve.ac7e","rv-efig-uxmh_agfz",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"312429eebdd267e4b782579c1090e2db",1975,"vt","WastewaterSCAN",50023,"Washington",10100,"5b3a77fa499fa8d52c71050349d971ce",2026-06-01,"grab","primary sludge","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",1843.28024,"copies/g dry sludge",1100,"yes",1843.28024,NA,1e-05,"pepper mild mottle virus",250992394.66667,"copies/g dry sludge",201.5,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"304",304,304,1597,"row-zu72-yxs8~u5i6","rv-e9ng_zcjj_42m7",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"c6eb9345de10b2f87e8a74e5d52090d8",1966,"vt","WastewaterSCAN",50007,"Chittenden",16000,"6de315d634d29c61e651ecde725691ed",2026-02-26,"24-hr time-weighted composite","post grit removal","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",13093.28361,"copies/g dry sludge",1100,"yes",13093.28361,NA,2e-05,"pepper mild mottle virus",533252012.53528,"copies/g dry sludge",113.2,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"305",305,305,1598,"row-pgxx.fqb3_shh7","rv-fjeu~j9qm_qdha",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"bdc59314c269f442e9a6c844fceb5e53",1965,"vt","WastewaterSCAN",50007,"Chittenden",30000,"17a328d7e4a838364c13f04a6244785d",2026-05-27,"grab","primary sludge","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",0,"copies/g dry sludge",1100,"no",550,NA,0,"pepper mild mottle virus",497626555.93651,"copies/g dry sludge",196.9,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"306",306,306,1606,"row-tj9x-swse.45ku","rv-s65q~wf5q_ti4i",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"32806a1c4dbd317dc0b246f54cd35edc",1975,"vt","WastewaterSCAN",50023,"Washington",10100,"51e2b8430dba9a3a5cd6623f2d9124c5",2026-06-18,"grab","primary sludge","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",0,"copies/g dry sludge",1100,"no",550,NA,0,"pepper mild mottle virus",331487250.41778,"copies/g dry sludge",119.7,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"307",307,307,1611,"row-wcaq~jnpt.cj5f","rv-jirq_5isp.kuwv",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"b61f24fd29a015e4f2230bfcfcc863d9",1965,"vt","WastewaterSCAN",50007,"Chittenden",30000,"c66b37ecfb0a93bd4a179517c887e506",2026-04-24,"grab","primary sludge","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",18585.65574,"copies/g dry sludge",1100,"yes",18585.65574,NA,6e-05,"pepper mild mottle virus",311832631.07757,"copies/g dry sludge",100.3,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"308",308,308,1615,"row-5wev-hrdr-86ei","rv-66sr-44cn~nzte",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"23efee02df45064a793e022b140813f3",1975,"vt","WastewaterSCAN",50023,"Washington",10100,"7bf8f19aef80e3599596c1086786b93b",2026-04-23,"grab","primary sludge","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",43284.05708,"copies/g dry sludge",1100,"yes",43284.05708,NA,4e-05,"pepper mild mottle virus",1004675595.81267,"copies/g dry sludge",132.3,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"309",309,309,1616,"row-kee5~jnia-x9pr","rv-h9ta~thcx~rgef",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"225260e6099846c56eb6b9d580e91305",1965,"vt","WastewaterSCAN",50007,"Chittenden",30000,"cf9975d95d68dad2824469ec4abe62aa",2026-01-05,"grab","primary sludge","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",5067.07057,"copies/g dry sludge",1100,"yes",5067.07057,NA,2e-05,"pepper mild mottle virus",321186523.46667,"copies/g dry sludge",63,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"310",310,310,1628,"row-3wjb~9att~t3vd","rv-w556.dr6c~8q4a",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"2f2e0b958163abf8f75c0ebeac2e1742",1965,"vt","WastewaterSCAN",50007,"Chittenden",30000,"c2b9216fa56f9b3668d107da491e660e",2026-02-06,"grab","primary sludge","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",13937.37835,"copies/g dry sludge",1100,"yes",13937.37835,NA,7e-05,"pepper mild mottle virus",207665912.88889,"copies/g dry sludge",96.3,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"311",311,311,1634,"row-9wan_37ek.5bi8","rv-8ghq_datm-fx9m",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"6c33b8d8e987fb94d5f9e2baa454d9f3",1966,"vt","WastewaterSCAN",50007,"Chittenden",16000,"8b63efefa310adf555dc407cf684addc",2026-05-12,"24-hr time-weighted composite","post grit removal","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",14865.77659,"copies/g dry sludge",1100,"yes",14865.77659,NA,6e-05,"pepper mild mottle virus",259795542.70086,"copies/g dry sludge",80.3,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"312",312,312,1635,"row-ah6r-u5mf.akh9","rv-4bw4-hng9.mcea",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"d29e834fb6d5c689ae66205b7d485067",1975,"vt","WastewaterSCAN",50023,"Washington",10100,"03f20f48dbca5b173035634ae94d300d",2026-03-26,"grab","primary sludge","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",70120.85975,"copies/g dry sludge",1100,"yes",70120.85975,NA,0.00018,"pepper mild mottle virus",394456041.82772,"copies/g dry sludge",131.7,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
